"supplier_name","country","city","vat_number","registration_number","supplier_code"
"PITRA","IT","COSSIRANO",NA,NA,"PITR02"
"MICROELETTRICA SCIENTIFICA SPA","IT","BUCCINASCO (MI)","00742200157","IT00742200157","MICR56"
"TMC ITALIA","IT","BUSTO ARSIZIO (VA)","02660610128","IT02660610128","TISP02"
"SAMP","IT","CONCOREZZO MB","05073490962",NA,"SAMP02"
"COSTRUZIONI ELETTROTECNICHE CEAR","IT","GESSATE",NA,NA,"COST09"
"MARLEY COOLING TOWER EUROPE S.P.A.","IT","GALLARATE","01675290033",NA,"MARL02"
"ATURIA POMPE SPA","IT","GESSATE (MI)","09493250154",NA,"ATUR01"
"TECNOMATIX TECHNOLOGIES ITALIA SRL","IT","SAN FELICE-SEGRATE (MI)",NA,NA,"TEC121"
"MAGRINI GALILEO SPA","IT","STEZZANO","01542780166",NA,"MAGR50"
"NUOVA MAGRINI GALILEO SPA","IT","STEZZANO","01542780166",NA,"MAGR50"
"VAL-SER DI VOLPE ALESSANDRO","IT","PIOSSASCO (TO)",NA,NA,"VAL-01"
"COMATEC SNC","IT","SAN SISTO - PERUGIA","01932460544","IT01932460544","COMA11"
"GALVI","IT","LISSONE (MB)","00968390963",NA,"GALV04"
"CO-MEC S.R.L.","IT","AIRUNO (LC)","02169120132",NA,"MEC-03"
"GALVI  NEWCOMEN (EX:GALVI)","IT","LISSONE (MB)","00968390963",NA,"GALV04"
"CRIOTEC IMPIANTI","IT","CHIVASSO","05608500012","05608500012","CRIO50"
"DIMENSIONE (IT) - FAMY (FR)","IT","GRUGLIASCO","03088040013",NA,"GR2T89"
"DIMENSIONE / FAMY SAS","IT","GRUGLIASCO","03088040013",NA,"GR2T89"
"DELTA TI IMPIANTI","IT","RIVOLI","01219870019",NA,"DTI-03"
"TRAFOMEC","IT","MILANO","09291250968","09291250968","TRAF87"
"CISTELAIER SPA","IT","MODENA","02684440361","02684440361","CIST50"
"RAM POWER SRL","IT","RAVENNA","05687340488","05687340488","RAM-04"
"SARVADON SRL","IT","CHATILLON (AOSTE)","01039860075","01039860075","SARV01"
"ELLE MARMI SRL","IT","CARRARA","00209330455","IT00209330455","ELLE03"
"BORRI (ITALY)","IT","BIBBIENA  AREZZO","03471720965","10030570153","BORR02"
"DIMENSIONE","IT","GRUGLIASCO","03088040013",NA,"DIME45"
"CSIL CENTRO STUDI INDUSTRIA LEGGERA","IT","MILAN","04825320155","04825320155","CCS-19"
"E4 COMPUTER ENGINEERING","IT","SCANDIANO","02005300351","02005300351","EFOU01"
"RAM POWER","IT","RAVENNA","05687340488","05687340488","RAM-04"
"VAQTEC SRL","IT","TORINO","09177930014","09177930014","VAQT01"
"SAES  (ITALY)","IT","AVEZZANO","00774910152",NA,"SAES50"
"ICAR SPA","IT","MONZA","11220690157","00935360156","ICAR12"
"TESAR SPA","IT","SUBBIANO, AREZZO","00341260511",NA,"TESA85"
"ECO TER 2000 SRL","IT","TERAMO","00976630673","00976630673","ECO-08"
"AGILENT TECHNOLOGIES ITALIA SPA","IT","CERNUSCO SUL NAVIGLIO (MI)","1278529015","12785290151","VARI50"
"FANTINI SUD SPA","IT","ANAGNI","01691740607","01691740607","FANT02"
"COMEB","IT","ROME",NA,"IT08338281002","COME20"
"AGILENT TECHNOLOGIES (ITALY)","IT","CERNUSCO SUL NAVIGLIO (MI)","1278529015","12785290151","VARI50"
"GALVO SERVICE S.R.L.","IT","PADOVA","03517980284",NA,"GALV10"
"MECCANICA 2L SRL","IT","PALAZZOLO SULL'OGLIO BS","02810380986",NA,"MECC10"
"ICAS","IT","FRASCATI","11107061001","11107061001","ICAS01"
"TECNOMEC","IT","VICENZA","00582480240","TECN41","TECN41"
"Criotec Impianti SpA","IT","CHIVASSO","05608500012","05608500012","CRIO50"
"BORRI SPA","IT","BIBBIENA  AREZZO","03471720965","10030570153","BORR02"
"ASG SUPERCONDUCTORS SPA","IT","GENOVA","01234890992","01282370095","ANSA50"
"RHEA SYSTEM","IT","FRASCATI",NA,NA,"RHEA74"
"MINOTTI METALLURGICA","IT","VAREDO","01050680964",NA,"MINO75"
"MOTTA","IT","MONZA","02346560960","0234656096","MOTT02"
"TOSTI  SRL (EX TOSTI S.A.S. DI TOSTI FOSCO & C.)","IT","CASTEL DEL PIANO","01181900539","01181900539","TOST55"
"KIRANA","IT","ROVERETO","02267620223","02267620223","KIRA01"
"CASAGRANDE","IT","CASTEL D'AZZANO VERONA","00663680239","IT00663680239","CASA13"
"DIMENSIONE + TECNOLOGIE INDUSTRIALI & AMBIENTALI [IT+CH]","IT","GRUGLIASCO (TO)",NA,NA,"GR3S78"
"UNIVERSITY OF CALABRIA","IT","RENDE-COSENZA",NA,NA,"UNI-13"
"BRAR ELETTROMECCANICA SRL","IT","PEGOGNAGA","00267270205",NA,"BRAR01"
"CAEN","IT","VIAREGGIO","00864500467","00864500467","CAEN50"
"RIAL VACUUM (ITALY)","IT","PARMA","02781830340","PR266449","RIAL50"
"ELTOS","IT","Arezzo","00870080512","00870080512","ELTO50"
"CAEN S.P.A.","IT","VIAREGGIO","00864500467","00864500467","CAEN50"
"CASTELLINI OFFICINE MECCANICHE S.P.A.","IT","CAZZAGO SAN MARTINO",NA,NA,"CAST62"
"ME ELECTRONICS SRL","IT","SOIANO DEL LAGO","03838200982",NA,"ELE487"
"STRUMENTI SCIENTIFICI CINEL SRL","IT","VIGONZA PADOVA","00857140289","00857140289","CINE50"
"DB ELETTRONICA TELECOMUNICAZIONI","IT","PADOVA","00710830282",NA,"TEL-31"
"O.M.O. SRL","IT","SAN BERNARDO D'IVREA (TO)","02160460016","539753","OMO-01"
"SHS","IT","RESCALDINA","12984200159","MI1607049","SHS-03"
"SAES GETTERS (ITALY)","IT","AVEZZANO","00774910152",NA,"SAES50"
"DAIKIN APPLIED EUROPE EX (ANCIEN MCQUAY ITALIA SPA)","IT","ARICCIA","01318801006",NA,"MCQU01"
"DELTA-TI IMPIANTI","IT","RIVOLI","01219870019",NA,"DTI-03"
"REI S.R.L.","IT","RIVOLI - TORINO",NA,"007432270019","REI-02"
"TECNIKABEL SPA","IT","VOLPIANO","01788720017","MTO034412","TECN37"
"Eltos SpA","IT","Arezzo","00870080512","00870080512","ELTO50"
"MB ELETTRONICA SRL","IT","CORTONA","01417740519",NA,"MB--05"
"DAIKIN APPLIED EUROPE","IT","ARICCIA","01318801006",NA,"MCQU01"
"GBC INDUSTRIAL TOOLS S.P.A.","IT","CAZZAGO SAN MARTINO (BS)","07639230155","1172368","GIT-01"
"ENERLUX POWER SRL","IT","VIADANA (MN)","02532490204","02532490204","ENE-75"
"ICM S.P.A.","IT","Vicenza",NA,NA,"ICMS27"
"SARCO STAMP SRL","IT","ROGENO (LC)","10572190964",NA,"SARC01"
"SIMIC SPA","IT","CAMERANA (CN)","02121640045",NA,"SIMI02"
"SAES GETTERS","IT","AVEZZANO","00774910152",NA,"SAES50"
"LABO SYSTEM SAS","IT","TORINO","05622400017","05622400017","LSS-07"
"SEA MARCONI","IT","COLLEGNO","00889150017","00889150017","TEC215"
"DB ELETTRONICA TELECOMUNICAZIONI SPA","IT","PADOVA","00710830282",NA,"TEL-31"
"BOFFETTI / MARIANI (ITALY)","IT","CALUSCO D'ADDA","03738870165","03738870165","BIS-01"
"DANIELE MOLARO","IT","CARIGNANO (TO)","02346890508",NA,"DANI14"
"TELECOM ITALIA SPARKLE","IT","ROME",NA,NA,"TEL-54"
"CERRATO","IT","BEINASCO (TO)","03797510017","429086275","CERR50"
"M PUMPS","IT","CORBOLA (RO)","01539890291",NA,"M---04"
"DAIKIN APPLIED EUROPE (ANCIEN MCQUAY ITALIA SPA)","IT","ARICCIA","01318801006",NA,"MCQU01"
"UMBRA CUSCINETTI","IT","FOLIGNO","02016930543",NA,"UCSP01"
"COMPOSITE MATERIALS ITALY (CIT)","IT","LEGNANO",NA,NA,"COM109"
"UMBRAGROUP S.P.A.","IT","FOLIGNO","02016930543",NA,"UCSP01"
"TOSTI SRL","IT","CASTEL DEL PIANO","01181900539","01181900539","TOST55"
"FDUEG SRL","IT","CARPIGNANO SESIA","01830420020","01830420020","FDUE92"
"TESAR SRL","IT","SUBBIANO, AREZZO","00341260511",NA,"TESA85"
"EUMETRA MONTEROSA SRL","IT","MILANO","09194440963","09194440963","EMS-08"
"IMEQUADRI DUESTELLE SPA","IT","URGNANO (BG)","01241330164","01241330164","IMEQ01"
"TMC TRANSFORMERS SPA","IT","BUSTO ARSIZIO","03616520122","VA365998","TISP02"
"CASAGRANDE ELETTROCOSTRUZIONI SPA","IT","CASTEL D'AZZANO VERONA","00663680239","IT00663680239","CASA13"
"SAMP","IT","CONCOREZZO","05073490962",NA,"SAMP02"
"PADA ENGINEERING SRL","IT","CALCINELLI DI COLLI AL METAURO","01084350410",NA,"PADA02"
"IMPEX TECNICHE LINEARI SRL","IT","TORGIANO","01590810543",NA,"ITL-01"
"NOVACAVI SRL","IT","PESCHIERA BORROMEO (MI)","02353450154","02353450154","NOVA27"
"AXIST SRL","IT","Rivoli","02265330643","TO960523","AXIS01"
"ISTITUTO SPIN  CNR","IT","GENOVA",NA,NA,"ISC-04"
"GALBIATI GROUP","IT","OGGIONO","03301540963",NA,"GALB02"
"SAES RIAL VACUUM SRL","IT","PARMA","02781830340","PR266449","RIAL50"
"ELTOS SPA","IT","Arezzo","00870080512","00870080512","ELTO50"
"CIMOLAI S.P.A","IT","ROMA","01507200937","01507200937","CIMO01"
"ORI - ALTINI LUIGI","IT","GRANAROLO FAENTINO","01216080398","01216080398","ORI-50"
"CAEN SPA","IT","VIAREGGIO","00864500467","00864500467","CAEN50"
"IMEMONT SRL","IT","URGNANO BG","00866450166",NA,"IMEM01"
NA,"IT","NOVARA",NA,NA,"TERA10"
"UNIVERSITA MILANO BICOCCA","IT","MILANO","12621570154",NA,"UNI192"
"OPTOSMART","IT","Campania","05019441210",NA,"OPTO14"
"TUBIFLEX SPA","IT","ORBASSANO (TO)","03127340010",NA,"TUBI50"
"EUMETRA MR","IT","MILANO","09194440963","09194440963","EMS-08"
"POMPE GARBARINO","IT","ACQUI TERME (ALESSANDRIA)","00321690067",NA,"POMP04"
"GF SRL","IT","CUNEO","01863870042",NA,"GDGD01"
"TRATOS CAVI SPA","IT","PIEVE S.STEFANO",NA,NA,"TRAT40"
"SOMACIS","IT","CASTELFIDARDO","00164050429","00164050429","SOMA06"
"EL COND (ANDREA BARTOLI)","IT","ROME","01670890563",NA,"CAB-04"
"CIMOLAI SPA","IT","ROMA","01507200937","01507200937","CIMO01"
"ITALPROTEC INDUSTRIES S.R.L","IT","CAVENAGO DI BRIANZA (MB)",NA,NA,"ITAL13"
"LARIOELETTRA","IT","COMO","02445380138",NA,"LARI03"
"TEC EUROLAB SRL","IT","CAMPOGALLIANO (MO)","02452540368","02452540368","EUR495"
"SAN GIORGIO AUTOMAZIONE","IT","GE","03369840107","03369840107","SAN-01"
"NEXTOME SRL","IT","CONVERSANO BA","07546950721",NA,"NEXT07"
"CERRATO SRL","IT","BEINASCO (TO)","03797510017","429086275","CERR50"
"AKRON SRL","IT","BOVISIO MASCIAGO","03145050963","03145050963","AKRO04"
"TUBIFLEX","IT","ORBASSANO (TO)","03127340010",NA,"TUBI50"
"2SMARTEST SRL","IT","RENDE (CS)","03655180788",NA,"SMAR25"
"STE STRUMENTI TRASFORMATORI ELETTRICI SRL","IT","USMATE VELATE","00821070968","1086796","STE-02"
"UNIVERSITA DEGLI STUDI DI ROMA","IT","ROMA",NA,NA,"UNI-11"
"DE PRETTO INDUSTRIE S.R.L.","IT","SCHIO","00501150247",NA,"DEPR75"
"UNIVERSITA DEGLI STUDI DI MILANO","IT","MILANO (MI)",NA,NA,"UNI276"
"MEVIS SPA","IT","ROSA'","00704200245","00704200245","MEVI02"
"DB ELECTRONIC INSTRUMENTS","IT","MILANO","02302390154",NA,"INS332"
"DELTA TECH","IT","ALTOPASCIO","01723910467",NA,"TEC960"
"ELSE NUCLEAR SRL","IT","BUSTO ARSIZIO","08410920964","08410920964","ELSE05"
"ECO.TER. 2000 SRL","IT","TERAMO","00976630673","00976630673","ECO-08"
"CAEN SpA","IT","VIAREGGIO","00864500467","00864500467","CAEN50"
"SYNECOM SRL","IT","STEZZANO (BERGAMO)","03227320169",NA,"SYNE90"
"FDTSRL SOCIO UNICO","IT","BRUGHERIO","02148550961",NA,"FDTI90"
"MOTTA IMPIANTI SRL","IT","MONZA","02346560960","0234656096","MOTT02"
"TECNIKABEL (ITALY)","IT","VOLPIANO","01788720017","MTO034412","TECN37"
"MB IMPIANTI  SRL","IT","CHIVASSO","02723850018","TO596369","MBIM90"
"FONDAZIONE BRUNO KESSLER","IT","POVO","02003000227","194804","ITC-03"
"TECSYSTEM","IT","CORSICO","08725440153",NA,"TECS01"
"ING. ROLFO ENGINEERING","IT","BRA","00526550041",NA,"IRE-01"
"UNIVERSITA DI ROMA ""LA SAPIENZA""","IT","ROMA","02133771002",NA,"UNI355"
"FRANCESCO CHILLE","IT","COLOGNO MONZESE","05442230966",NA,"DIF-01"
"VER-PONT","IT","SAN GILLIO",NA,"IT04763430016","VER-01"
"TAVENGINEERING S.P.A.","IT","CARAVAGGIO","02684140169",NA,"TAVE04"
"CRIOTEC IMPIANTI SPA","IT","CHIVASSO","05608500012","05608500012","CRIO50"
"TEMPCO SRL","IT","DESIO (MB)","03026390967",NA,"TEMP11"
"UNIVERSITA DEGLI STUDI DI UDINE","IT","UDINE",NA,NA,"UNI-62"
"NUCLECO SPA","IT","ROMA","01352541005","05081150582","NUCL10"
"SELTEK","IT","UDINE","02360630301","IT02360630301","SELT02"
"DIMENSIONE + TECNOLOGIE INDUSTRIALI & AMBIENTALI SPA","IT","GRUGLIASCO (TO)",NA,NA,"GR2U04"
"IMER (ITALY)","IT","POGGIBONSI","00678440520",NA,"IMER01"
"FIRBIMATIC","IT","BOLOGNA","01892941202","01892941202","FIRB01"
"SOC. METALLURGICA MINOTTI","IT","VAREDO","01050680964",NA,"MINO75"
"E4 COMPUTER ENGINEERING SPA","IT","SCANDIANO","02005300351","02005300351","EFOU01"
"NAPLES UNIVERSITY FEDERICO II","IT","Napoli",NA,NA,"NUF-01"
"ALUTRON","IT","PIANEZZA","02233520994",NA,"ALUT04"
"TECHNOPROBE (ITALY)","IT","CERNUSCO LOMBARDONE",NA,"IT02272540135","TEC448"
"CSIL - CENTRO STUDI INDUSTRIA LEGGERA","IT","MILAN","04825320155","04825320155","CCS-19"
"BC DYNAMICS","IT","MILANO","05384020961",NA,"BC--02"
"POLITECNICO DI MILANO","IT","MILANO","80057930150","IT04376620151","POLI03"
"SAES RIAL VACUUM SRL","IT","AVEZZANO","00774910152",NA,"SAES50"
"TRAFILERIE ALLUMINIO ALEXIA S.P.A.","IT","BERGAMO","02860650163",NA,"TRAF09"
"GEA SRL","IT","TURBIGO","11787380150","1498143","GEA-06"
